HOUSEID,URBRUR,HOMEOWN,RATIO16V,RATIO16W,RATIOWV,TRAVDAY,HHNUMBIK,TELCELL,TELLAND,HHFAMINC,HHTOTD,NUMADLT,HHSIZE,CNTTDHH,HHVEHCNT,WRKCOUNT,DRVRCNT,HHSTATE,HTPPOPDN,HTHRESDN,HTEEMPDN
10060777,1,2,0.3333,1,0.3333,2,4,2,1,18,16,1,1,4,3,1,1,TX,3000,2000,3000
10161197,1,1,1,1.3333,0.75,2,3,0,1,8,14,4,5,27,4,3,4,TX,1500,700,750
10283884,2,1,2,2,1,1,0,1,1,3,11,2,3,12,1,1,2,TX,50,25,25
10528295,2,1,0.6667,1,0.6667,6,2,2,1,8,11,2,2,7,3,2,2,TX,50,25,25
10698808,2,2,1.5,3,0.5,7,0,1,1,3,14,2,4,16,2,1,3,TX,50,25,25
10827635,1,2,2,2,1,3,0,1,1,5,14,2,5,5,1,1,2,TX,7000,6000,5000
10981470,1,2,1,1,1,1,0,0,1,5,16,2,2,10,2,2,2,TX,300,150,75
11878027,2,1,0.6667,0,0,2,1,1,1,1,11,2,2,6,3,0,2,TX,50,25,25
11975588,1,1,0.5,1,0.5,7,1,2,4,18,10,2,2,8,4,2,2,TX,750,25,75
12171163,1,2,1,1,1,5,0,0,1,6,13,1,1,5,1,1,1,TX,7000,6000,5000
12220182,2,1,1,2,0.5,7,0,2,1,14,15,2,4,2,2,1,2,TX,50,25,25
13185783,2,1,1,1,1,2,1,1,1,8,13,1,2,6,1,1,1,TX,50,25,25
13362119,2,1,1,1,1,3,0,1,1,8,12,2,2,11,2,2,2,TX,50,25,25
13427072,1,1,1,2,0.5,5,1,2,1,5,16,2,5,43,2,1,2,TX,50,25,25
13529891,1,1,0.6667,2,0.3333,7,2,-7,1,16,16,2,2,4,3,1,2,TX,750,700,350
14103113,1,1,1,2,0.5,7,0,2,1,18,10,2,2,16,2,1,2,TX,1500,700,750
14244379,1,2,1,1,1,3,0,2,1,17,14,2,2,4,2,2,2,TX,3000,700,750
14550557,2,1,1,2,0.5,6,1,0,2,16,16,2,6,30,2,1,2,TX,300,150,75
510001695,1,1,1,1,1,4,0,1,1,8,12,1,1,4,1,1,1,TX,7000,2000,3000
510003680,1,2,1.5,1.5,1,4,3,2,2,6,14,3,5,7,2,2,2,TX,3000,2000,1500
510005161,1,1,1,0,0,7,1,0,1,6,12,2,2,16,2,0,2,TX,3000,700,750
510007585,1,1,0.6667,1,0.6667,7,0,2,2,18,12,2,2,2,3,2,2,TX,50,25,25
510008603,1,1,1,1,1,7,2,2,1,11,15,2,3,24,2,2,2,TX,7000,2000,5000
510009507,2,1,0.6667,1,0.6667,2,0,2,1,12,14,2,3,13,3,2,3,TX,50,25,25
510012178,1,1,1,0,0,4,0,0,1,5,15,1,1,3,1,0,1,TX,7000,2000,3000
510012196,1,1,0.3333,1,0.3333,3,0,1,1,10,12,1,1,2,3,1,1,TX,3000,2000,1500
510015142,1,2,0.4,1,0.4,3,0,2,1,7,16,2,2,2,5,2,2,TX,3000,2000,1500
510019896,1,1,1,1,1,1,0,0,1,2,10,1,4,10,1,1,1,TX,3000,2000,1500
510022917,2,1,0.1,1,0.1,1,0,0,1,7,10,1,1,12,10,1,1,TX,50,25,25
510035177,1,1,1,2,0.5,7,1,1,1,6,11,2,2,4,2,1,2,TX,7000,2000,3000
510039504,1,1,1,1,1,5,0,2,1,14,16,2,3,4,2,2,2,TX,300,150,150
510040407,1,1,0.6667,0,0,4,3,1,1,4,12,2,2,8,3,0,2,TX,7000,2000,1500
510042652,2,1,1,0,0,5,0,0,1,-7,15,1,1,6,1,0,1,TX,300,25,25
510043211,2,1,1,2,0.5,3,2,0,1,15,11,2,2,4,2,1,2,TX,300,150,150
510045242,1,1,1,0,0,7,0,0,1,5,10,1,1,0,1,0,1,TX,750,700,350
510046502,1,1,1,0,0,2,0,0,1,2,14,1,1,2,1,0,1,TX,300,150,150
510055670,1,1,1,1,1,1,0,2,1,10,11,3,3,18,3,3,3,TX,3000,700,1500
510057393,1,1,1,1,1,2,4,1,2,18,12,2,2,2,2,2,2,TX,7000,2000,3000
510067646,1,1,1,0,0,7,0,1,1,10,15,2,2,7,2,0,2,TX,1500,700,750
510067833,1,1,1,2,0.5,5,0,0,1,6,14,2,4,8,2,1,2,TX,1500,700,750
510072556,1,1,1,0,0,4,1,1,1,9,12,2,2,4,2,0,2,TX,7000,4000,3000
510076367,1,1,1,1,1,4,1,1,2,17,16,1,1,3,1,1,1,TX,7000,6000,5000
510079845,1,2,1,1,1,6,3,1,1,8,14,2,2,0,2,2,2,TX,300,150,150
510084009,1,1,1,1,1,6,2,1,1,11,10,2,2,11,2,2,2,TX,7000,2000,3000
510085761,1,1,1,1,1,4,1,1,1,3,11,2,6,4,2,2,2,TX,7000,2000,3000
510087103,1,1,0.5,1,0.5,2,1,1,1,18,15,1,1,2,2,1,1,TX,7000,2000,3000
510087457,1,1,0.6667,1,0.6667,2,2,1,1,12,11,2,2,12,3,2,2,TX,3000,2000,1500
510090532,1,1,1,1,1,4,2,2,2,10,10,2,2,10,2,2,2,TX,3000,2000,1500
510092620,1,1,1,0,0,3,0,0,1,6,15,1,1,6,1,0,1,TX,3000,2000,1500
510097915,2,1,1,3,0.3333,2,1,2,2,8,12,2,4,9,3,1,2,TX,300,25,25
510099357,2,1,1,1.25,0.8,3,0,0,1,16,12,4,5,6,5,4,3,TX,50,25,25
510100114,1,1,1,1,1,3,2,1,1,13,13,2,4,14,2,2,2,TX,750,700,350
510101175,1,1,1,0,0,6,0,1,3,12,11,2,2,8,2,0,2,TX,7000,2000,3000
510101906,1,2,1,1,1,2,2,1,1,10,11,2,2,9,2,2,2,TX,3000,700,750
510102006,1,1,1,0,0,1,0,0,1,2,14,1,1,3,1,0,1,TX,50,25,25
510109005,1,1,1,0,0,5,0,1,1,5,12,2,2,6,2,0,2,TX,7000,2000,3000
510109603,1,2,1,2,0.5,5,1,2,1,8,12,2,2,4,2,1,2,TX,7000,4000,3000
510114951,1,2,2,2,1,5,0,0,1,4,10,2,5,14,1,1,2,TX,3000,2000,1500
510118212,1,2,1,1,1,6,1,1,1,10,13,1,1,8,1,1,1,TX,7000,2000,3000
510118351,1,1,0.6667,1,0.6667,7,2,2,1,17,12,2,2,5,3,2,2,TX,3000,700,1500
510119031,2,1,1,0,0,4,0,0,1,4,15,2,2,2,2,0,2,TX,300,25,25
510120297,1,2,1.5,3,0.5,7,2,0,1,8,12,2,6,60,2,1,1,TX,7000,2000,1500
510121155,1,2,0,2,0,1,0,0,1,1,15,2,4,23,0,1,1,TX,1500,700,350
510123560,1,1,1,0,0,3,0,2,1,5,13,1,1,0,1,0,1,TX,3000,2000,1500
510124996,2,1,2,0,0,2,0,1,1,2,10,2,2,6,1,0,1,TX,50,25,25
510125948,1,1,1,0,0,2,0,1,1,-8,13,2,2,17,2,0,2,TX,7000,2000,3000
510130764,1,1,2,0,0,3,0,1,1,10,15,2,2,6,1,0,2,TX,50,25,25
510130979,1,1,0.5,1,0.5,4,0,1,1,4,12,1,1,3,2,1,1,TX,7000,2000,1500
510131097,1,1,1,1,1,7,1,2,1,18,14,2,2,6,2,2,2,TX,7000,2000,3000
510131958,1,1,1,2,0.5,7,2,2,2,18,10,2,4,5,2,1,2,TX,1500,700,750
510133112,1,1,1,1,1,3,0,1,1,15,11,2,6,17,2,2,2,TX,3000,2000,1500
510135460,1,1,0.5,1,0.5,5,0,1,5,-1,16,1,1,2,2,1,1,TX,3000,700,1500
510138724,1,1,1,3,0.3333,3,0,1,1,6,12,2,5,17,3,1,3,TX,1500,700,350
510138911,1,1,0.6667,1,0.6667,7,2,1,2,18,15,2,4,26,3,2,2,TX,1500,700,750
510142767,1,1,1,1,1,7,2,2,1,11,12,2,2,9,2,2,2,TX,3000,2000,1500
510148611,1,1,1,1,1,2,0,2,1,16,12,2,3,6,2,2,2,TX,1500,700,750
510155918,2,1,1,1,1,3,1,0,1,1,12,1,1,4,1,1,1,TX,50,25,25
510162822,1,1,1,0.8,1.25,5,0,4,2,5,12,4,5,26,4,5,4,TX,50,25,25
510163436,2,1,1,1,1,4,2,2,4,6,13,2,5,28,2,2,2,TX,50,25,25
510164545,1,1,1,2,0.5,1,1,2,1,18,12,2,3,17,2,1,2,TX,1500,700,750
510167591,2,1,0.5,2,0.25,3,2,1,1,2,11,2,2,0,4,1,2,TX,50,25,25
510167779,1,1,0.6667,1,0.6667,6,2,2,1,18,14,2,2,14,3,2,2,TX,750,150,350
510171383,1,2,0.3333,1,0.3333,3,1,1,1,10,12,2,4,14,6,2,2,TX,7000,6000,5000
510171888,1,1,1,0,0,7,0,0,1,7,12,1,1,3,1,0,1,TX,3000,2000,1500
510172616,1,1,1,0,0,4,2,1,1,9,13,2,2,10,2,0,2,TX,1500,700,750
510174629,2,1,0.4,1,0.4,6,1,0,2,9,15,2,4,13,5,2,2,TX,50,25,25
510176155,1,1,1,1.5,0.6667,4,3,3,3,18,13,3,3,13,3,2,3,TX,7000,2000,3000
510176267,1,1,1,0,0,4,0,1,2,-7,14,2,2,1,2,0,2,TX,300,150,75
510183854,1,1,2,2,1,7,2,1,1,-7,10,2,2,7,1,1,2,TX,1500,700,750
510185362,2,1,1,1,1,4,0,2,2,17,15,2,2,6,2,2,2,TX,50,25,25
510185979,1,1,1,1,1,5,0,1,1,-7,14,1,1,5,1,1,1,TX,3000,700,750
510187535,2,1,2,2,1,3,0,1,2,2,12,2,2,3,1,1,2,TX,50,25,25
510190085,1,2,1,0,0,7,0,1,1,2,10,1,1,2,1,0,1,TX,300,150,150
510190432,1,2,1,1,1,7,0,0,1,4,10,1,1,2,1,1,1,TX,1500,700,750
510191934,1,2,1,1,1,3,0,1,1,16,10,1,1,5,1,1,1,TX,7000,4000,3000
510199592,1,1,1,1,1,6,1,1,1,10,10,2,2,4,2,2,2,TX,50,25,25
510205934,1,1,1,1,1,6,0,2,4,18,10,2,2,13,2,2,2,TX,7000,2000,3000
510213087,1,1,1,1,1,3,0,2,1,18,12,2,2,4,2,2,2,TX,3000,2000,1500
510218336,1,1,0.6667,1,0.6667,3,0,2,2,17,10,2,2,6,3,2,2,TX,1500,700,750
510224681,2,1,0.4,1,0.4,1,2,2,2,18,16,2,2,5,5,2,2,TX,50,25,25
510225361,2,1,1,2,0.5,2,0,1,1,16,14,2,2,3,2,1,2,TX,300,150,150
510231045,1,1,0.3333,2,0.1667,5,0,2,2,8,15,4,4,11,12,2,4,TX,1500,700,350
510232903,1,1,1.5,1.5,1,3,0,2,1,7,12,3,5,13,2,2,2,TX,50,25,25
510234028,1,2,1,1,1,2,0,0,1,3,13,1,1,2,1,1,1,TX,3000,2000,1500
510235539,1,1,1.3333,1.3333,1,5,0,1,3,16,10,3,6,20,3,3,3,TX,1500,700,750
510245659,1,1,1,1,1,3,2,2,1,17,16,2,2,19,2,2,2,TX,3000,2000,1500
510247028,1,1,1,1,1,5,2,0,1,-1,12,2,2,5,2,2,2,TX,7000,2000,3000
510249956,1,1,1,1,1,1,1,1,1,6,11,1,1,4,1,1,1,TX,3000,2000,1500
510250279,1,1,1.5,3,0.5,6,0,0,2,8,14,3,3,13,2,1,3,TX,1500,700,750
510252433,1,1,0.4,1,0.4,4,0,2,1,9,12,2,3,15,5,2,2,TX,3000,2000,3000
510253467,1,1,1,1,1,2,0,1,1,17,12,2,2,10,2,2,2,TX,750,700,350
510254044,2,1,0,0,0,1,0,0,1,2,10,1,1,0,0,0,1,TX,50,25,25
510258565,1,2,1,1,1,6,0,0,1,2,16,1,1,4,1,1,1,TX,750,700,350
510258574,1,1,0.5,1,0.5,6,0,2,2,14,14,2,3,14,4,2,2,TX,300,150,150
510258695,1,1,1,0,0,3,0,1,1,-7,13,3,3,7,3,0,3,TX,3000,700,1500
510260335,1,1,1,1,1,4,2,1,1,7,14,2,2,9,2,2,2,TX,750,700,350
510260746,1,1,1,2,0.5,6,0,1,1,8,15,2,5,16,2,1,2,TX,750,700,350
510263895,1,1,0.6667,1,0.6667,7,2,2,1,16,13,2,3,7,3,2,2,TX,750,700,350
510267147,1,1,1,1,1,6,2,2,3,15,10,2,3,14,2,2,2,TX,1500,700,750
510268984,1,2,1,1,1,2,1,1,1,8,15,1,3,12,1,1,1,TX,3000,2000,1500
510269338,2,1,1,1,1,5,0,1,1,17,12,2,2,2,2,2,2,TX,50,25,25
510269525,1,1,1.5,1.5,1,3,0,1,1,10,10,2,4,16,2,2,2,TX,300,150,150
510270008,1,1,1.5,1.5,1,2,0,-7,1,-1,12,2,4,9,2,2,3,TX,1500,700,350
510271948,2,1,1,1,1,7,0,1,2,10,14,3,4,10,4,4,4,TX,50,25,25
510273625,1,1,2,2,1,7,0,0,1,3,16,2,4,12,1,1,2,TX,50,25,25
510275861,1,1,1,1,1,5,0,0,1,14,10,2,2,15,2,2,2,TX,3000,2000,750
510278330,1,2,0,0,0,6,0,0,1,-8,13,2,2,1,0,0,0,TX,750,150,150
510279131,1,1,1,2,0.5,6,1,2,1,10,14,2,3,11,2,1,2,TX,3000,700,1500
510282391,1,2,1,1,1,4,0,5,1,9,15,1,1,2,1,1,1,TX,7000,2000,3000
510283277,2,1,1,1,1,1,0,1,1,8,12,2,2,5,2,2,2,TX,50,25,25
510283875,2,1,0.6667,0,0,7,0,0,1,2,11,2,4,2,3,0,1,TX,50,25,25
510292260,1,1,0.6667,1,0.6667,7,2,0,1,4,16,2,2,4,3,2,2,TX,300,150,150
510292813,1,1,0.6667,1,0.6667,2,2,2,2,16,15,2,3,12,3,2,2,TX,1500,700,350
510293155,1,1,1,2,0.5,2,0,0,1,9,11,2,2,0,2,1,2,TX,750,150,150
510294116,1,1,1,1,1,3,0,0,2,3,11,2,4,24,2,2,2,TX,7000,2000,5000
510294741,1,1,0,2,0,1,0,1,1,4,10,2,2,4,0,1,1,TX,7000,2000,3000
510295506,1,1,1,0,0,1,0,0,1,-7,11,2,2,8,2,0,2,TX,750,700,350
510296697,1,1,1,1.3333,0.75,1,2,4,1,18,10,4,5,16,4,3,4,TX,3000,700,1500
510297733,2,1,0.6667,1,0.6667,7,2,2,1,14,13,2,3,10,3,2,2,TX,50,25,25
510302534,2,1,1,2,0.5,7,2,0,1,-8,11,2,2,8,2,1,2,TX,50,25,25
510305535,2,2,1,1,1,5,3,0,1,6,12,1,1,6,1,1,1,TX,300,150,75
510309476,2,1,0.6667,1,0.6667,5,0,1,1,5,16,2,2,2,3,2,2,TX,50,25,25
510310548,1,2,3,3,1,6,0,0,1,3,11,3,4,13,1,1,2,TX,3000,2000,1500
510311992,1,2,1,1,1,5,1,1,1,4,11,1,3,23,1,1,1,TX,1500,700,750
510312168,1,1,1.3333,4,0.3333,2,0,1,3,7,12,4,4,7,3,1,3,TX,7000,2000,3000
510315543,1,1,2,2,1,5,0,1,1,13,15,2,2,0,1,1,2,TX,50,25,25
510315600,1,2,1,1,1,3,2,2,2,16,13,1,3,14,1,1,1,TX,7000,4000,3000
510315691,2,1,1,0,0,7,1,0,1,1,11,2,3,19,2,0,1,TX,50,25,25
510315954,1,1,1,2,0.5,7,2,1,1,12,10,2,2,10,2,1,2,TX,3000,2000,1500
510321272,1,1,1,1,1,6,0,3,1,8,15,3,5,14,3,3,3,TX,1500,700,350
510321731,1,1,2,2,1,3,1,1,1,-8,16,2,2,0,1,1,1,TX,3000,2000,1500
510323801,1,1,0.5,1,0.5,1,0,0,1,8,11,1,1,0,2,1,1,TX,300,150,150
510324367,1,1,1,0,0,3,1,0,1,4,10,1,3,8,1,0,1,TX,300,150,75
510326857,2,1,0.5,0,0,5,0,0,2,7,14,1,1,5,2,0,1,TX,50,25,25
510329399,1,1,0,2,0,1,0,2,1,6,11,2,2,1,0,1,1,TX,7000,2000,3000
510334067,1,1,1,1,1,1,2,2,2,17,12,4,5,12,4,4,4,TX,7000,2000,3000
510339370,2,1,1,2,0.5,3,0,1,1,10,12,2,2,9,2,1,2,TX,50,25,25
510349436,1,2,2,2,1,5,0,1,1,5,10,2,6,15,1,1,1,TX,7000,2000,3000
510353321,1,1,1,1.5,0.6667,1,0,2,1,3,16,3,4,15,3,2,2,TX,7000,2000,3000
510356162,1,1,0.5,1,0.5,7,0,0,1,12,11,1,1,5,2,1,1,TX,300,150,150
510357301,1,1,1,1,1,7,0,1,1,10,13,1,2,8,1,1,1,TX,7000,2000,3000
510359051,1,1,1,1,1,1,0,2,1,16,14,2,4,6,2,2,2,TX,7000,2000,3000
510359145,1,1,0.6667,1.3333,0.5,7,0,2,1,18,11,4,4,12,6,3,4,TX,1500,700,750
510359305,1,2,1,1,1,1,0,1,1,4,15,1,1,8,1,1,1,TX,7000,2000,3000
510362798,1,1,1,0,0,2,0,1,1,5,11,1,1,6,1,0,1,TX,3000,2000,1500
510364569,1,1,1,1,1,5,1,2,2,18,12,2,2,5,2,2,2,TX,7000,2000,3000
510366424,1,1,1,0,0,2,2,1,1,-7,16,2,2,9,2,0,2,TX,750,150,350
510371727,1,1,1,1,1,1,0,0,2,10,12,1,1,0,1,1,1,TX,7000,2000,3000
510374492,1,1,1,0,0,7,0,0,2,11,10,2,2,6,2,0,2,TX,3000,2000,1500
510376928,1,1,1,2,0.5,3,0,1,1,13,13,2,2,9,2,1,2,TX,300,150,75
510377082,1,1,0.6667,2,0.3333,2,1,3,1,12,12,4,9,21,6,2,4,TX,1500,700,350
510484869,1,1,1,1,1,3,0,1,1,7,14,2,2,10,2,2,2,TX,1500,700,750
510486126,2,2,1.5,1.5,1,7,0,0,1,8,16,2,3,2,2,2,2,TX,50,25,25
510489798,2,1,1,2,0.5,3,2,2,2,10,10,2,3,24,2,1,2,TX,300,150,150
510492622,1,2,0.5,1,0.5,1,0,0,1,7,15,1,1,2,2,1,1,TX,300,150,150
510493544,2,1,0.3333,1,0.3333,1,2,0,1,10,10,1,1,3,3,1,1,TX,50,25,25
510494402,1,1,1,0,0,2,0,1,1,14,13,2,2,6,2,0,2,TX,1500,700,750
510496590,2,1,0.6667,2,0.3333,7,0,0,1,17,11,2,2,2,3,1,2,TX,1500,700,750
510498080,1,1,0.6667,1,0.6667,1,3,0,1,4,13,2,5,27,3,2,2,TX,3000,700,750
510499519,2,1,1,2,0.5,4,0,0,1,4,12,2,6,3,2,1,2,TX,300,25,25
510501113,1,1,1,1,1,1,1,1,2,5,16,1,1,7,1,1,1,TX,7000,2000,3000
510501896,1,1,1.5,1.5,1,7,1,0,1,-8,10,3,4,2,2,2,3,TX,750,700,350
510505447,1,1,2.5,5,0.5,7,0,1,1,9,16,5,5,7,2,1,4,TX,7000,2000,3000
510506202,1,1,0.6667,1,0.6667,5,1,2,2,17,11,2,4,13,3,2,2,TX,1500,700,750
510510496,1,1,1,1,1,3,0,2,1,8,10,1,1,12,1,1,1,TX,750,150,350
510517833,1,1,0.6667,1,0.6667,5,0,1,1,-8,16,2,4,7,3,2,2,TX,3000,2000,1500
510520374,1,1,2,0,0,2,0,0,2,14,13,2,2,10,1,0,2,TX,3000,2000,1500
510524831,1,1,0.6667,1,0.6667,3,2,1,2,18,15,2,2,3,3,2,2,TX,17000,6000,5000
510527328,2,1,1,1.5,0.6667,6,3,1,1,10,13,3,4,9,3,2,3,TX,50,25,25
510529809,1,1,1,0,0,3,0,0,1,2,12,1,1,0,1,0,1,TX,3000,2000,1500
510529984,2,1,1,1,1,1,1,0,2,7,15,2,4,8,2,2,2,TX,300,150,150
510531259,1,1,0.6667,2,0.3333,6,0,0,1,6,16,2,3,6,3,1,2,TX,7000,2000,3000
510532564,1,1,1,2,0.5,5,0,2,1,10,12,2,4,4,2,1,2,TX,50,25,25
510536469,1,1,2,1,2,6,0,0,1,9,15,2,5,16,1,2,2,TX,750,150,350
510538931,1,1,1,2,0.5,7,1,1,-1,-7,15,2,4,5,2,1,2,TX,7000,2000,3000
510539442,2,2,2,0,0,5,0,0,1,-7,14,2,2,8,1,0,2,TX,50,25,25
510539611,1,1,1,0,0,4,0,1,1,8,11,2,2,0,2,0,2,TX,1500,700,350
510541379,1,1,0.6667,1,0.6667,7,0,1,1,9,10,2,2,12,3,2,2,TX,1500,700,750
510545975,1,1,1,2,0.5,3,2,2,1,18,16,2,4,14,2,1,2,TX,3000,700,1500
510546075,2,1,0.6667,1,0.6667,3,4,1,1,17,15,2,2,2,3,2,2,TX,50,25,25
510548583,1,1,4,2,2,2,0,0,1,4,11,3,6,11,1,2,3,TX,7000,2000,5000
510551109,1,1,0.6667,2,0.3333,3,1,1,1,4,14,2,2,14,3,1,2,TX,50,25,25
510555330,2,1,0.75,1.5,0.5,4,0,2,2,18,15,3,3,6,4,2,3,TX,750,700,350
510555666,1,1,0.6667,2,0.3333,7,5,1,2,11,14,2,3,2,3,1,2,TX,300,150,150
510555796,1,1,1,1,1,1,1,1,1,2,16,1,1,2,1,1,1,TX,7000,2000,3000
510557679,1,1,1,1.5,0.6667,7,2,1,3,18,14,2,4,21,3,2,3,TX,7000,2000,3000
510558881,1,2,1,1,1,3,2,0,1,8,10,2,4,8,2,2,2,TX,7000,2000,3000
510560464,1,1,1,3,0.3333,5,0,1,2,1,10,3,3,19,3,1,3,TX,3000,700,750
510561890,1,2,3,1.5,2,1,0,0,2,10,15,3,3,6,1,2,3,TX,7000,6000,5000
510561975,2,1,1,1,1,2,1,1,3,7,14,2,2,12,2,2,2,TX,50,25,25
510562383,1,1,1,2,0.5,4,0,2,2,1,12,2,2,3,2,1,2,TX,1500,700,750
510562655,1,1,1,1,1,2,1,1,1,9,11,2,2,4,2,2,2,TX,3000,700,1500
510562936,1,1,0.6667,1,0.6667,7,2,0,1,7,12,2,3,10,3,2,2,TX,1500,700,750
510564060,1,1,1,2,0.5,6,3,1,1,12,16,2,7,26,2,1,2,TX,1500,700,350
510567379,1,2,1,1,1,3,0,1,2,8,10,2,3,16,2,2,2,TX,300,150,150
510567669,1,2,1,1,1,5,0,2,1,16,12,2,2,13,2,2,2,TX,3000,2000,1500
510567678,1,1,2,1,2,6,1,0,1,3,16,2,2,6,1,2,2,TX,750,700,350
510568107,1,1,1,2,0.5,2,0,2,1,18,13,2,5,14,2,1,2,TX,300,150,150
510569319,1,1,0.5,1,0.5,3,2,4,2,10,13,2,4,2,4,2,2,TX,300,150,75
510569784,1,1,1,1,1,5,0,0,1,6,12,1,3,6,1,1,1,TX,3000,700,1500
510570221,1,1,1.5,1.5,1,1,2,1,1,3,10,3,5,40,2,2,3,TX,300,150,25
510573080,1,1,1,1,1,2,1,2,1,18,14,2,2,7,2,2,2,TX,1500,700,750
510574078,1,1,1,1,1,2,3,0,2,6,11,2,4,6,2,2,2,TX,1500,700,350
510574827,1,1,1,2,0.5,4,3,2,2,-8,16,2,2,5,2,1,2,TX,1500,2000,750
510582242,1,1,0.5,1,0.5,2,0,0,2,9,13,1,1,5,2,1,1,TX,300,150,150
510583182,1,1,1,1,1,3,0,1,2,-1,10,2,2,8,2,2,2,TX,50,25,25
510583829,2,1,1,2,0.5,2,0,0,1,8,12,2,2,2,2,1,2,TX,50,25,25
510584581,1,1,0,0,0,3,0,0,1,3,14,1,1,1,0,0,1,TX,7000,2000,5000
510586110,1,1,1,1,1,5,0,1,1,13,14,1,1,3,1,1,1,TX,3000,700,1500
510586978,2,1,1,0,0,3,1,1,1,5,15,2,2,10,2,0,2,TX,300,25,75
510587425,1,1,1,2,0.5,1,0,0,1,4,11,2,2,5,2,1,1,TX,300,150,75
510587537,2,1,1,1,1,7,2,2,1,16,16,2,4,12,3,3,3,TX,300,150,150
510587788,1,1,1,1.5,0.6667,5,0,1,2,17,12,3,3,8,3,2,3,TX,3000,2000,1500
510587827,1,1,0.6667,2,0.3333,7,0,1,1,5,14,2,2,8,3,1,2,TX,300,150,75
510589205,2,1,1,0,0,5,1,0,1,5,10,2,2,4,2,0,1,TX,50,25,25
510591637,1,1,0.6667,1,0.6667,2,2,0,1,-7,13,2,2,7,3,2,2,TX,50,25,25
510593668,2,1,1,2,0.5,1,1,1,1,11,11,2,4,6,2,1,2,TX,50,25,25
510593695,1,1,2,0,0,3,0,0,1,8,13,2,2,15,1,0,2,TX,50,25,25
510594683,1,2,0.5,1,0.5,6,0,0,1,10,16,1,1,2,2,1,1,TX,7000,2000,3000
510596892,1,2,2,2,1,4,0,1,2,2,12,2,2,4,1,1,2,TX,17000,6000,5000
510597282,1,2,1,1,1,5,0,0,1,13,13,2,3,5,2,2,2,TX,7000,2000,3000
510598074,1,1,0.3333,1,0.3333,2,1,1,1,9,13,1,1,11,3,1,1,TX,7000,2000,3000
510599594,1,2,1,2,0.5,7,0,0,1,7,16,2,4,18,2,1,2,TX,1500,700,1500
510599736,2,1,1,1.5,0.6667,3,0,0,2,8,14,3,3,5,3,2,3,TX,50,25,25
510604247,2,1,0,0,0,6,0,0,1,1,12,2,6,8,0,0,1,TX,50,25,25
510604407,1,1,2,2,1,5,0,0,1,-8,10,2,2,4,1,1,1,TX,3000,2000,1500
510607332,1,1,0.3333,1,0.3333,7,0,2,1,17,12,2,2,4,6,2,2,TX,300,25,75
510609680,1,1,2,1.3333,1.5,6,0,0,1,8,10,3,5,10,2,3,3,TX,1500,700,750
510611320,1,2,1,1,1,4,1,2,1,8,13,2,2,12,2,2,2,TX,1500,700,750
510611768,2,3,1,2,0.5,4,-8,1,1,4,13,2,2,3,2,1,2,TX,50,25,25
510615494,1,1,0.5,0,0,1,2,1,2,9,10,2,2,13,4,0,2,TX,1500,700,750
510616389,1,1,1,2,0.5,3,2,2,2,16,12,2,2,4,2,1,2,TX,3000,2000,1500
510616615,1,1,1,2,0.5,6,0,0,1,13,11,2,2,10,2,1,2,TX,7000,2000,3000
510618114,1,2,0,1,0,2,0,0,1,5,15,1,4,4,0,1,0,TX,7000,2000,3000
510618673,2,1,1,1,1,7,0,3,1,9,12,2,2,16,2,2,2,TX,50,25,25
510622184,1,1,0.5,1,0.5,5,0,3,3,18,10,2,4,13,6,3,3,TX,300,150,150
510622296,1,1,1,2,0.5,5,2,0,1,6,16,2,4,17,2,1,2,TX,3000,2000,1500
510622915,1,1,1,3,0.3333,6,0,3,1,17,15,2,5,23,3,1,3,TX,1500,700,750
510624834,1,1,0,1,0,3,2,3,4,-1,12,3,3,16,0,3,3,TX,1500,700,750
510625215,1,2,0.6667,1,0.6667,1,0,2,1,8,13,2,2,8,3,2,2,TX,3000,2000,1500
510626472,2,1,2,2,1,3,3,1,1,-8,12,2,2,2,1,1,2,TX,300,25,75
510628131,1,1,2,2,1,1,0,0,1,7,16,2,5,11,1,1,2,TX,7000,2000,5000
510629576,1,1,1,1,1,5,2,2,2,18,16,2,3,21,2,2,2,TX,3000,700,750
510632398,1,1,1,1,1,7,0,1,2,-8,13,2,2,2,2,2,2,TX,7000,2000,3000
510634084,2,1,0.5,0,0,2,0,0,1,2,11,1,1,0,2,0,1,TX,300,25,75
510639726,1,1,1,0,0,5,0,0,1,10,10,2,2,5,2,0,2,TX,1500,700,350
510641859,1,1,1.5,1,1.5,2,5,2,1,12,12,3,3,13,2,3,3,TX,3000,700,1500
510642940,1,1,1,2,0.5,4,2,2,2,18,11,2,2,5,2,1,2,TX,7000,2000,1500
510644421,1,2,1,1,1,3,0,0,1,4,10,1,1,5,1,1,1,TX,17000,6000,5000
510644869,1,1,3,1,3,4,2,1,2,12,10,2,4,8,1,3,3,TX,7000,2000,1500
510645389,1,91,1,1,1,5,0,0,1,1,13,1,1,2,1,1,1,TX,300,150,150
510646546,1,1,0.6667,1,0.6667,1,0,2,1,14,14,2,3,6,3,2,2,TX,3000,2000,1500
510647888,1,2,1,1,1,6,0,0,1,3,15,2,2,7,2,2,2,TX,7000,4000,3000
510651942,1,1,0.6667,1,0.6667,4,0,1,3,3,12,2,2,3,3,2,2,TX,7000,4000,5000
