HOUSEID,URBRUR,HOMEOWN,RATIO16V,RATIO16W,RATIOWV,TRAVDAY,HHNUMBIK,TELCELL,TELLAND,HHFAMINC,HHTOTD,NUMADLT,HHSIZE,CNTTDHH,HHVEHCNT,WRKCOUNT,DRVRCNT,HHSTATE,HTPPOPDN,HTHRESDN,HTEEMPDN
5M0014369,1,2,1,1,1,2,0,1,1,-7,12,1,1,4,1,1,1,TX,300,150,150
5M0014370,1,1,1,1.5,0.6667,2,2,0,1,16,12,2,4,16,3,2,3,TX,7000,2000,3000
5M0014375,1,1,0.25,1,0.25,2,2,1,1,12,11,1,1,0,4,1,1,TX,1500,700,350
5M0014377,1,1,0,0,0,2,0,0,1,2,11,1,1,4,0,0,1,TX,50,25,25
5M0014381,1,1,1,0,0,2,0,1,1,12,11,2,2,4,2,0,2,TX,7000,2000,3000
5M0014382,1,1,1.5,3,0.5,7,1,0,2,18,9,2,5,33,2,1,2,TX,7000,2000,3000
5M0014387,2,1,0.5,0,0,2,0,0,1,-7,11,1,1,0,2,0,1,TX,50,25,25
5M0014388,2,1,1.5,0,0,2,2,1,1,4,11,3,3,17,2,0,3,TX,50,25,25
5M0014397,2,1,1,1,1,2,2,2,1,18,11,2,2,16,2,2,2,TX,50,25,25
5M0014398,1,2,2,2,1,2,1,2,1,8,11,2,3,4,1,1,2,TX,7000,2000,3000
5M0014399,1,1,0.75,1.5,0.5,3,1,2,2,15,12,3,4,18,4,2,3,TX,300,150,150
5M0014400,2,1,0.3333,1,0.3333,3,0,0,1,-7,12,1,2,0,3,1,2,TX,50,25,25
5M0014403,2,1,1,1,1,3,3,2,2,14,12,2,4,17,3,3,3,TX,50,25,25
5M0014405,1,1,1,1,1,3,0,2,1,18,12,2,5,28,2,2,2,TX,1500,700,750
5M0014409,1,1,1,1,1,3,3,2,1,16,12,2,5,26,2,2,2,TX,750,700,350
5M0014412,2,2,0.5,1,0.5,3,0,0,2,4,12,1,1,4,2,1,1,TX,50,25,25
5M0014424,1,1,1,1,1,3,1,3,1,17,12,2,3,6,2,2,2,TX,300,150,75
5M0014429,1,1,1.5,1.5,1,3,1,3,1,17,12,2,5,13,2,2,3,TX,3000,2000,1500
5M0014437,1,1,1,2,0.5,1,0,1,1,8,8,2,2,2,2,1,1,TX,750,700,350
5M0014439,2,1,0.5,0,0,3,0,1,1,5,12,1,1,5,2,0,1,TX,750,150,150
5M0014442,1,1,0.75,3,0.25,3,0,0,2,16,12,3,3,11,4,1,3,TX,7000,2000,5000
5M0014443,1,1,0.6667,2,0.3333,7,2,2,2,10,4,2,2,7,3,1,2,TX,7000,2000,3000
5M0014444,1,1,1,0,0,3,0,0,1,-7,12,1,1,8,1,0,1,TX,3000,700,750
5M0014448,1,1,0.5,0,0,3,0,1,1,6,12,1,1,8,2,0,1,TX,7000,2000,3000
5M0014452,1,1,1,0,0,3,0,1,1,-7,12,2,2,10,2,0,2,TX,750,700,350
5M0014453,1,2,1,1,1,3,0,0,1,3,12,1,1,6,1,1,1,TX,17000,6000,5000
5M0014456,1,1,1,1,1,3,2,2,2,14,12,2,2,4,2,2,2,TX,7000,2000,3000
5M0014460,1,1,0,0,0,4,1,0,1,4,13,1,1,2,0,0,1,TX,750,700,350
5M0014461,1,1,1.5,1.5,1,4,0,2,3,18,13,2,3,6,2,2,3,TX,300,150,150
5M0014463,2,1,1,1,1,4,0,0,1,10,13,2,2,9,2,2,2,TX,750,700,350
5M0014464,1,1,1,0,0,4,0,1,2,10,13,2,2,2,2,0,2,TX,1500,700,350
5M0014472,2,1,1,2,0.5,4,0,0,1,-7,12,2,2,7,2,1,2,TX,50,25,25
5M0014483,2,1,0.6667,2,0.3333,4,0,0,1,11,12,2,2,4,3,1,2,TX,50,25,25
5M0014486,2,1,0.8,1.3333,0.6,4,0,0,1,12,12,4,5,11,5,3,4,TX,50,25,25
5M0014487,2,2,0.5,1,0.5,4,0,1,1,-7,12,1,2,14,2,1,1,TX,50,25,25
5M0014494,2,1,1,1,1,4,0,2,1,4,12,2,2,6,2,2,2,TX,50,25,25
5M0014509,2,1,1,0,0,4,2,0,1,-7,12,2,2,33,2,0,2,TX,50,25,25
5M0014511,2,1,1,0,0,4,2,1,1,5,12,2,2,12,2,0,2,TX,50,25,25
5M0014517,1,1,1,1,1,4,2,2,1,13,12,2,3,12,2,2,2,TX,50,25,25
5M0014518,2,1,0.6667,1,0.6667,4,0,1,2,16,12,2,2,8,3,2,2,TX,50,25,25
5M0014522,1,1,1,0,0,4,0,1,1,-7,12,2,2,4,2,0,2,TX,300,150,75
5M0014530,1,2,2,1.3333,1.5,7,3,1,1,13,5,3,4,12,2,3,3,TX,17000,4000,5000
5M0014533,1,1,0.5,0,0,4,1,1,1,4,11,1,1,2,2,0,1,TX,300,150,25
5M0014534,1,2,2,1,2,4,1,1,1,10,11,2,5,16,1,2,2,TX,50,25,25
5M0014535,2,1,1,2,0.5,4,1,1,2,17,11,2,2,6,2,1,2,TX,50,25,25
5M0014540,1,1,1,1.5,0.6667,5,2,1,2,12,12,2,3,12,3,2,3,TX,3000,2000,1500
5M0014548,2,2,0,0,0,5,0,0,1,-7,12,1,2,0,0,0,0,TX,50,25,25
5M0014561,1,1,0.5,1.5,0.3333,5,1,3,1,10,12,3,3,14,6,2,3,TX,3000,2000,1500
5M0014562,2,1,1,0,0,5,2,1,1,9,12,1,1,0,1,0,1,TX,50,25,25
5M0014563,2,2,1,1,1,3,0,0,1,1,11,1,3,9,1,1,1,TX,300,150,75
5M0014574,1,1,1,1,1,5,2,2,1,9,12,2,2,4,2,2,2,TX,50,25,25
5M0014585,1,1,2,0,0,5,0,0,1,4,12,2,2,8,1,0,2,TX,300,150,150
5M0014589,1,1,1,2,0.5,5,0,0,1,8,12,2,2,12,2,1,2,TX,750,700,350
5M0014601,2,1,0.5,0,0,5,0,0,1,3,12,1,1,2,2,0,1,TX,300,25,25
5M0014604,1,1,1,1,1,5,1,1,1,4,12,1,1,6,1,1,1,TX,300,150,150
5M0014617,2,1,1,1,1,6,0,1,1,18,13,2,2,4,2,2,2,TX,50,25,25
5M0014638,1,1,1,1,1,6,0,1,1,14,12,2,2,6,2,2,2,TX,300,150,150
5M0014642,1,1,1,1,1,6,0,0,1,17,12,2,2,8,2,2,2,TX,3000,2000,1500
5M0014646,1,1,1.5,3,0.5,6,0,1,2,10,11,3,3,13,2,1,3,TX,50,25,25
5M0014647,2,1,3,0,0,6,0,0,1,2,11,2,3,8,1,0,1,TX,50,25,25
5M0014651,2,1,0.5,1,0.5,6,0,2,1,8,11,1,1,13,2,1,1,TX,50,25,25
5M0014660,1,1,2,0,0,6,0,0,1,10,11,2,2,3,1,0,2,TX,17000,2000,5000
5M0014679,1,2,0.5,1,0.5,6,1,0,1,17,11,1,1,7,2,1,1,TX,50,25,25
5M0014682,1,1,1,1,1,6,0,0,1,6,11,2,3,4,2,2,2,TX,7000,2000,3000
5M0014687,1,1,0.5,1,0.5,6,1,1,1,-7,11,2,2,8,4,2,2,TX,7000,2000,3000
5M0014692,1,1,0,0,0,7,0,0,1,2,12,1,1,2,0,0,1,TX,3000,700,750
5M0014703,1,2,1,2,0.5,7,0,0,2,17,12,2,3,14,2,1,2,TX,7000,2000,3000
5M0014707,1,1,1,2,0.5,7,0,1,1,2,11,2,2,6,2,1,2,TX,3000,2000,1500
5M0014721,1,1,1,1,1,7,0,1,1,18,11,1,1,3,1,1,1,TX,3000,2000,1500
5M0014723,2,1,2,4,0.5,7,0,2,3,8,11,3,5,20,2,1,2,TX,50,25,25
5M0014733,1,2,3,1,3,7,0,0,1,6,11,2,5,36,1,3,3,TX,750,700,350
5M0014738,1,2,0.6667,1,0.6667,7,0,3,1,8,11,2,2,1,3,2,2,TX,3000,2000,1500
5M0014739,1,1,0.6667,1,0.6667,7,1,1,1,15,11,2,3,5,3,2,2,TX,7000,2000,3000
5M0014741,1,1,0.6667,0,0,7,0,2,1,12,11,2,2,9,3,0,2,TX,750,700,350
5M0014742,1,1,0,0,0,7,0,0,1,-7,11,2,2,6,0,0,1,TX,3000,2000,1500
5M0014743,1,1,1,1,1,7,1,1,1,-7,11,1,1,8,1,1,1,TX,3000,700,750
5M0014744,1,1,1,1,1,2,2,2,1,18,6,2,3,15,2,2,2,TX,3000,700,1500
5M0014755,2,1,1,0,0,7,0,0,1,3,11,1,1,0,1,0,1,TX,50,25,25
5M0014759,1,1,1,1,1,7,2,2,1,16,11,2,2,4,2,2,2,TX,7000,4000,3000
5M0014763,1,1,0.6667,1,0.6667,7,2,2,2,17,11,2,2,20,3,2,2,TX,3000,700,750
5M0014766,1,1,2,0,0,1,0,1,1,12,12,2,2,6,1,0,1,TX,3000,2000,1500
5M0014769,2,1,0.5,1,0.5,1,2,2,1,-7,12,2,2,8,4,2,2,TX,50,25,25
5M0014771,1,2,1,0,0,1,0,0,1,-7,12,1,1,2,1,0,1,TX,50,25,25
5M0014777,2,1,1,1,1,1,0,2,1,-7,12,2,2,7,2,2,2,TX,50,25,25
5M0014780,1,1,1,3,0.3333,1,4,1,1,-7,12,2,4,27,3,1,3,TX,3000,2000,1500
5M0014782,2,1,1,2,0.5,1,0,1,1,8,12,2,2,6,2,1,2,TX,300,150,75
5M0014793,1,1,1,0,0,1,0,0,1,-7,11,1,1,0,1,0,1,TX,1500,700,350
5M0014794,2,1,1,0,0,1,0,1,1,4,11,1,1,4,1,0,1,TX,50,25,25
5M0014795,1,1,1,3,0.3333,1,0,0,1,-7,11,3,5,34,3,1,2,TX,300,25,75
5M0014798,1,1,0.6667,1,0.6667,1,3,2,2,17,11,2,2,14,3,2,2,TX,1500,700,750
5M0014803,2,1,1,2,0.5,1,1,2,1,8,11,2,2,4,2,1,2,TX,50,25,25
5M0014809,2,1,1,2,0.5,1,0,0,1,5,11,2,2,4,2,1,2,TX,50,25,25
5M0014812,1,1,1.3333,2,0.6667,1,2,2,2,17,11,4,4,21,3,2,3,TX,3000,700,1500
5M0014821,1,2,1,0,0,2,0,0,1,3,11,1,1,0,1,0,1,TX,3000,2000,1500
5M0014824,2,1,2,2,1,6,0,0,1,2,9,2,2,2,1,1,2,TX,50,25,25
5M0014831,1,1,1,1,1,2,2,2,1,14,11,2,4,10,2,2,2,TX,50,25,25
5M0014832,1,1,2,0,0,1,1,1,2,5,11,2,2,2,1,0,1,TX,3000,2000,3000
5M0014837,1,2,2,1,2,4,0,0,1,6,9,2,5,22,1,2,2,TX,7000,2000,1500
5M0014845,2,1,1,1,1,1,1,0,2,8,11,2,5,10,2,2,2,TX,300,150,75
5M0014848,1,2,1,1,1,1,1,0,1,2,11,1,1,2,1,1,1,TX,7000,2000,3000
5M0014849,1,1,1,1,1,1,0,2,2,17,11,2,4,12,2,2,3,TX,50,25,25
5M0014850,1,1,1,0,0,1,0,1,1,6,11,1,1,4,1,0,1,TX,3000,2000,1500
5M0014856,2,1,1,1,1,2,0,2,3,17,11,2,2,4,2,2,2,TX,300,150,150
5M0014860,1,1,1,0,0,2,1,1,1,6,11,1,1,6,1,0,1,TX,50,25,25
5M0014865,1,1,0.6667,2,0.3333,2,2,1,1,5,11,2,2,3,3,1,2,TX,300,150,75
5M0014866,1,1,1.3333,2,0.6667,2,0,2,2,18,11,4,4,16,3,2,3,TX,3000,2000,1500
5M0014872,1,1,1,0,0,2,0,0,1,3,11,2,2,4,2,0,2,TX,300,150,150
5M0014880,1,1,2,2,1,4,0,0,1,9,9,2,2,3,1,1,2,TX,300,150,150
5M0014888,2,1,1,1,1,2,0,1,1,2,11,1,1,5,1,1,1,TX,300,150,75
5M0014890,1,1,1,1,1,2,0,2,2,18,11,2,2,0,2,2,2,TX,3000,2000,1500
5M0014891,1,1,2,0,0,2,0,1,1,8,11,2,2,0,1,0,1,TX,750,700,350
5M0014893,1,2,1,0,0,2,0,0,1,3,11,1,1,8,1,0,1,TX,300,150,75
5M0014896,1,1,1,2,0.5,5,0,1,1,-7,10,2,2,5,2,1,2,TX,300,150,150
5M0014920,2,1,1,1,1,3,0,0,1,-7,10,2,2,10,2,2,2,TX,1500,700,750
5M0014927,1,1,1,1,1,3,1,1,2,14,10,1,1,0,1,1,1,TX,17000,6000,5000
5M0014930,1,1,1,2,0.5,3,0,1,1,18,10,2,2,9,2,1,2,TX,3000,2000,1500
5M0014937,1,1,1,2,0.5,3,1,2,2,-7,10,2,2,10,2,1,2,TX,750,700,350
5M0014942,1,1,1,1,1,3,3,1,2,8,10,2,4,7,2,2,2,TX,750,150,350
5M0014944,1,1,1,0,0,3,0,1,2,4,10,1,1,3,1,0,1,TX,300,150,150
5M0014945,1,1,1,0,0,3,0,1,1,-7,10,2,2,10,2,0,2,TX,1500,700,350
5M0014946,2,1,1,0,0,3,0,0,1,4,10,1,3,7,1,0,1,TX,50,25,25
5M0014947,2,1,1,1,1,3,1,1,1,8,10,1,1,6,1,1,1,TX,50,25,25
5M0014948,1,1,1,0,0,3,1,1,2,-7,10,2,2,16,2,0,2,TX,7000,2000,3000
5M0014949,1,1,0.5,1,0.5,3,0,0,1,8,10,1,1,7,2,1,1,TX,50,25,25
5M0014950,2,1,0.6,1.5,0.4,3,0,2,2,4,10,2,4,12,5,2,3,TX,50,25,25
5M0014955,1,1,1,1,1,3,0,2,1,-7,10,3,3,11,3,3,3,TX,7000,2000,3000
5M0014966,1,1,1,1,1,3,3,4,3,17,10,3,5,24,3,3,3,TX,750,150,350
5M0014967,1,1,1,0,0,6,0,1,1,4,9,1,1,5,1,0,1,TX,3000,2000,1500
5M0014979,1,1,0.25,1,0.25,4,0,1,1,12,9,1,1,3,4,1,1,TX,1500,700,750
5M0014996,2,1,0.6667,0,0,4,0,2,2,10,9,2,2,11,3,0,2,TX,50,25,25
5M0015001,2,1,1,0,0,4,0,0,1,6,9,1,1,13,1,0,1,TX,50,25,25
5M0015008,1,2,1,1.5,0.6667,4,2,1,1,14,9,2,4,25,3,2,2,TX,3000,700,1500
5M0015018,1,1,0.6667,2,0.3333,4,0,1,3,-7,9,2,2,13,3,1,2,TX,3000,2000,1500
5M0015026,1,1,2,2,1,4,0,0,1,7,9,2,3,10,1,1,2,TX,750,150,150
5M0015041,2,1,0.6667,0,0,4,0,1,2,10,9,2,2,11,3,0,2,TX,50,25,25
5M0015046,1,1,1,2,0.5,4,0,0,1,3,9,2,4,6,2,1,2,TX,50,25,25
5M0015058,1,1,1,1,1,4,0,0,1,17,9,2,2,4,2,2,2,TX,1500,700,750
5M0015071,1,1,1,1,1,4,4,3,1,18,8,4,4,13,4,4,4,TX,1500,700,750
5M0015076,1,1,2,2,1,4,1,1,2,6,8,2,2,7,1,1,2,TX,750,700,350
5M0015080,1,2,1,1,1,4,2,2,1,17,8,2,2,6,2,2,2,TX,1500,700,750
5M0015093,1,1,1,1,1,5,0,2,2,18,9,2,2,6,2,2,2,TX,7000,2000,3000
5M0015096,2,1,2,0,0,5,0,0,1,3,10,2,2,8,1,0,2,TX,50,25,25
5M0015103,1,1,0.1667,1,0.1667,3,0,0,1,9,6,1,1,5,6,1,1,TX,300,150,150
5M0015111,1,1,0.6667,2,0.3333,5,0,2,3,-7,9,2,2,7,3,1,2,TX,300,150,150
5M0015138,1,2,2,1,2,5,0,1,1,9,9,2,4,23,1,2,2,TX,3000,700,1500
5M0015146,1,2,1.5,3,0.5,5,2,0,1,11,9,3,4,26,2,1,3,TX,300,150,75
5M0015155,1,2,3,1.5,2,7,0,1,1,10,9,3,5,39,1,2,3,TX,7000,2000,3000
5M0015156,1,1,1,1,1,5,1,3,1,17,8,2,2,8,2,2,2,TX,750,150,350
5M0015166,2,1,1,1.3333,0.75,5,0,4,2,10,8,4,4,11,4,3,4,TX,50,25,25
5M0015170,2,1,0.5,1,0.5,5,1,2,3,-7,8,2,6,34,4,2,2,TX,50,25,25
5M0015175,2,1,1,1,1,5,0,0,1,6,8,2,5,30,2,2,2,TX,50,25,25
5M0015181,1,1,1,0,0,5,0,1,2,12,8,1,1,6,1,0,1,TX,50,25,25
5M0015184,2,1,0.6667,0,0,6,0,0,1,10,9,2,2,8,3,0,2,TX,50,25,25
5M0015194,2,3,2,2,1,2,0,1,1,4,6,2,2,4,1,1,2,TX,50,25,25
5M0015196,2,1,0.5,2,0.25,6,2,2,2,17,9,2,2,18,4,1,2,TX,300,150,150
5M0015203,1,2,0.5,1,0.5,3,1,1,1,11,7,1,1,4,2,1,1,TX,750,700,350
5M0015226,1,1,1,0.75,1.3333,6,2,1,2,18,8,2,5,10,3,4,4,TX,3000,2000,1500
5M0015234,1,1,0.5,1,0.5,7,0,1,1,5,9,1,3,6,2,1,1,TX,1500,700,750
5M0015235,1,1,0.75,1,0.75,7,0,3,2,14,9,3,3,31,4,3,3,TX,3000,700,1500
5M0015261,2,1,0.5,0,0,7,0,1,1,6,9,1,1,7,2,0,1,TX,50,25,25
5M0015263,1,1,2,0,0,7,0,1,1,4,9,2,2,2,1,0,2,TX,300,150,150
5M0015265,2,2,1,0,0,1,0,0,1,-7,9,1,1,4,1,0,1,TX,50,25,25
5M0015278,1,1,1,1,1,1,0,0,1,6,9,1,1,1,1,1,1,TX,3000,2000,750
5M0015295,1,1,1.3333,2,0.6667,1,4,3,2,-7,8,4,4,26,3,2,4,TX,3000,700,1500
5M0015312,2,1,0.5,0,0,2,0,0,1,-7,6,1,1,9,2,0,1,TX,50,25,25
5M0015320,1,1,1,1,1,1,2,1,1,3,6,2,6,56,2,2,2,TX,50,25,25
5M0015322,1,1,1,0,0,1,0,1,1,3,9,1,1,5,1,0,1,TX,750,700,350
5M0015343,1,1,1,0,0,5,1,0,2,-7,10,2,2,8,2,0,2,TX,1500,700,750
5M0015358,2,1,2,0,0,1,2,0,1,6,8,2,2,12,1,0,2,TX,50,25,25
5M0015361,2,1,2,0,0,1,0,1,1,4,8,2,2,6,1,0,2,TX,50,25,25
5M0015382,1,2,2,1,2,7,0,1,1,10,8,2,4,0,1,2,2,TX,7000,2000,1500
5M0015386,2,1,1,1,1,2,4,2,2,16,8,2,4,29,2,2,2,TX,300,25,75
5M0015388,1,1,1,1.5,0.6667,2,0,2,1,17,8,2,5,15,3,2,3,TX,750,150,350
5M0015390,1,2,1,2,0.5,2,0,0,1,2,8,2,3,6,2,1,2,TX,1500,700,350
5M0015391,1,1,1,2,0.5,2,0,0,1,-7,8,2,5,35,2,1,2,TX,750,700,350
5M0015394,1,2,1,2,0.5,2,0,1,1,6,8,2,2,4,2,1,2,TX,1500,700,750
5M0015395,1,1,1,0,0,5,0,1,1,5,9,1,1,4,1,0,1,TX,3000,700,1500
5M0015402,2,1,0.6667,1.3333,0.5,6,4,4,2,17,8,4,4,17,6,3,4,TX,300,150,75
5M0015404,1,1,0.5,2,0.25,5,0,1,1,7,10,2,2,9,4,1,2,TX,50,25,25
5M0015410,1,1,1,1,1,2,0,0,1,4,7,1,1,4,1,1,1,TX,50,25,25
5M0015417,1,1,1,1.5,0.6667,6,3,1,1,17,8,2,3,12,3,2,3,TX,300,150,150
5M0015457,1,1,1,1,1,4,0,1,1,-7,7,1,1,2,1,1,1,TX,750,700,350
5M0015461,1,1,1,2,0.5,2,0,0,2,8,7,2,2,9,2,1,2,TX,1500,700,350
5M0015462,2,1,3,3,1,6,0,2,1,-7,8,3,4,6,1,1,2,TX,50,25,25
5M0015469,1,1,1,1,1,2,0,1,2,15,7,2,2,12,2,2,2,TX,7000,2000,3000
5M0015472,1,1,0.6667,0,0,3,0,0,1,17,8,2,2,2,3,0,2,TX,750,150,150
5M0015474,2,1,1,1,1,2,0,1,1,4,7,2,2,4,2,2,2,TX,50,25,25
5M0015482,1,1,1,1.5,0.6667,3,2,2,2,13,8,3,5,20,3,2,2,TX,300,150,75
5M0015497,1,1,1,1,1,3,0,0,1,6,8,1,2,17,1,1,1,TX,1500,700,750
5M0015499,1,1,1,2,0.5,3,2,3,1,18,8,2,5,13,2,1,2,TX,1500,700,750
5M0015508,1,1,1,1,1,3,0,2,1,18,8,2,2,11,2,2,2,TX,750,700,350
5M0015519,1,2,1,2,0.5,3,0,1,2,10,7,2,2,14,2,1,2,TX,3000,2000,1500
5M0015524,1,2,0.6667,1,0.6667,3,1,3,1,-7,7,2,2,7,3,2,2,TX,1500,700,350
5M0015535,1,1,1,2,0.5,3,0,0,1,4,7,2,2,9,2,1,2,TX,7000,2000,1500
5M0015569,1,2,1,1,1,3,0,2,1,-7,7,2,2,7,2,2,2,TX,7000,2000,3000
5M0015578,2,2,1,1,1,3,0,1,1,9,7,1,1,6,1,1,1,TX,50,25,25
5M0015582,1,1,0.5,1,0.5,4,1,1,1,12,8,2,2,10,4,2,2,TX,750,150,150
5M0015599,2,1,1,0,0,7,1,2,1,6,7,2,3,32,2,0,2,TX,50,25,25
5M0015602,2,1,1,2,0.5,3,2,0,1,7,7,2,2,8,2,1,2,TX,50,25,25
5M0015614,2,1,0.5,1,0.5,7,0,0,1,17,5,1,1,2,2,1,1,TX,50,25,25
5M0015615,2,1,1,2,0.5,3,0,1,1,14,5,2,2,4,2,1,2,TX,50,25,25
5M0015616,2,1,1,0,0,4,1,2,1,17,8,2,2,6,2,0,2,TX,50,25,25
5M0015623,1,2,1,1,1,4,0,1,1,6,8,1,1,6,1,1,1,TX,3000,2000,1500
5M0015635,1,1,1,0,0,4,0,0,1,-7,8,1,1,0,1,0,0,TX,50,25,25
5M0015639,1,1,1.3333,2,0.6667,4,4,2,2,17,8,3,4,13,3,2,4,TX,7000,2000,3000
5M0015640,2,1,0,0,0,2,0,0,1,-7,6,2,2,2,0,0,1,TX,50,25,25
5M0015644,1,1,0.5,0,0,4,0,0,1,1,7,1,1,9,2,0,1,TX,750,700,350
5M0015649,1,2,1,1,1,4,2,1,1,12,7,2,2,8,2,2,2,TX,3000,2000,1500
5M0015654,1,2,1,0,0,4,0,1,1,10,7,1,1,4,1,0,1,TX,750,700,350
5M0015655,1,1,0.75,1.5,0.5,2,10,1,1,12,6,3,3,9,4,2,2,TX,300,150,150
5M0015656,1,1,0.5,1,0.5,4,0,1,1,10,7,1,1,2,2,1,1,TX,3000,2000,750
5M0015659,1,1,1,2,0.5,4,1,1,1,7,7,2,3,2,2,1,2,TX,750,150,150
5M0015670,1,1,1,1,1,6,0,1,1,18,8,2,3,8,2,2,2,TX,3000,700,1500
5M0015671,1,1,0.6667,1,0.6667,4,2,4,1,14,7,2,3,14,3,2,3,TX,7000,4000,5000
5M0015674,1,2,2,1,2,4,0,0,1,5,7,2,4,24,1,2,2,TX,7000,4000,1500
5M0015680,1,1,1,0,0,4,0,1,1,1,7,1,1,4,1,0,1,TX,50,25,25
5M0015689,1,1,0.6667,2,0.3333,3,1,1,1,2,7,2,5,6,3,1,1,TX,300,150,75
5M0015691,1,2,1,2,0.5,2,0,2,1,10,8,2,4,14,2,1,2,TX,50,25,25
5M0015700,1,1,0.5,1,0.5,4,2,3,1,16,7,1,1,4,2,1,1,TX,3000,2000,3000
5M0015701,1,1,1,0,0,4,0,0,3,6,7,1,1,10,1,0,1,TX,300,150,150
5M0015708,1,1,1,1,1,4,2,2,2,-7,7,2,2,16,2,2,2,TX,750,700,350
5M0015710,1,2,1,2,0.5,4,0,1,1,10,7,2,5,20,2,1,2,TX,50,25,25
5M0015711,2,1,1,0,0,4,0,0,1,4,7,1,1,0,1,0,1,TX,50,25,25
5M0015713,1,1,1,1,1,4,0,2,1,12,7,2,4,20,2,2,2,TX,1500,700,750
5M0015714,1,2,0.5,1,0.5,4,0,0,1,-7,7,1,2,2,2,1,2,TX,7000,2000,3000
5M0015722,1,2,1,0,0,5,0,0,1,-7,8,1,1,0,1,0,1,TX,1500,700,750
5M0015723,2,1,0.6667,1,0.6667,5,0,1,1,9,8,2,2,11,3,2,2,TX,1500,700,350
5M0015727,1,1,3,1.5,2,5,0,1,1,3,8,3,3,8,1,2,2,TX,7000,2000,3000
5M0015729,2,1,1,1,1,6,0,0,1,6,8,2,3,2,2,2,2,TX,50,25,25
5M0015730,1,1,0.6667,2,0.3333,5,2,1,1,18,8,2,2,15,3,1,2,TX,1500,700,750
5M0015733,1,1,2,1,2,5,1,1,1,-7,8,2,2,8,1,2,2,TX,3000,700,1500
5M0015737,2,1,2,0,0,5,0,0,1,8,8,2,2,6,1,0,2,TX,300,150,75
5M0015739,1,1,1,1,1,5,0,0,1,6,8,2,2,2,2,2,2,TX,300,150,150
5M0015755,2,1,0.6667,2,0.3333,1,0,3,3,17,8,2,2,2,3,1,2,TX,50,25,25
5M0015769,1,2,1,1,1,7,1,1,1,6,6,2,2,2,2,2,2,TX,7000,2000,3000
5M0015773,2,1,1,2,0.5,6,0,1,2,-7,8,2,2,10,2,1,2,TX,50,25,25
5M0015787,1,1,1,0,0,6,0,0,1,2,8,1,1,0,1,0,1,TX,50,25,25
5M0015790,1,1,0.5,1,0.5,6,1,1,1,7,8,1,1,4,2,1,1,TX,1500,700,750
5M0015793,1,1,1,0,0,3,0,1,2,14,7,1,1,6,1,0,1,TX,3000,700,1500
5M0015796,1,1,1,1,1,6,0,1,1,14,8,1,1,6,1,1,1,TX,1500,700,750
5M0015800,1,2,1,1,1,6,0,1,1,-7,8,1,2,9,1,1,1,TX,1500,700,350
5M0015803,1,2,1,0,0,6,0,0,1,8,8,1,1,4,1,0,1,TX,3000,700,1500
5M0015810,2,1,0.5,0,0,6,0,0,1,2,8,1,1,3,2,0,1,TX,50,25,25
5M0015816,2,1,0.6667,1,0.6667,6,0,0,1,11,8,2,3,11,3,2,2,TX,50,25,25
5M0015819,1,1,0,0,0,6,0,0,1,6,8,-8,1,6,1,0,1,TX,7000,2000,3000
5M0015822,1,1,1,2,0.5,6,0,2,2,-7,8,2,2,8,2,1,2,TX,3000,700,1500
5M0015825,1,2,1,1,1,6,2,2,1,9,8,2,4,17,2,2,2,TX,7000,2000,3000
5M0015832,2,1,1,1,1,6,1,1,1,12,8,2,2,6,2,2,2,TX,300,150,75
5M0015835,1,1,1,2,0.5,6,0,2,1,18,8,2,2,6,2,1,2,TX,1500,700,750
5M0015838,1,1,1,2,0.5,3,2,1,1,8,7,2,4,4,2,1,2,TX,3000,2000,1500
5M0015839,1,1,0.8,4,0.2,6,0,2,3,17,8,4,6,20,5,1,3,TX,3000,2000,1500
5M0015841,2,1,1,1,1,6,0,2,1,18,8,2,2,16,2,2,2,TX,50,25,25
5M0015848,2,1,0.6667,2,0.3333,6,0,3,2,18,8,2,2,6,3,1,2,TX,300,25,25
5M0015849,1,2,1,1,1,7,0,1,1,14,9,2,3,5,2,2,2,TX,50,25,25
5M0015850,1,1,1,0,0,7,2,2,3,10,9,2,2,8,2,0,2,TX,3000,700,750
5M0015856,1,1,0.5,1,0.5,7,2,1,1,9,9,1,1,7,2,1,1,TX,3000,2000,1500
5M0015858,2,1,1,1,1,7,0,1,1,7,9,1,1,5,1,1,1,TX,300,150,150
5M0015865,1,1,1,0,0,6,0,1,1,-7,8,2,2,4,2,0,2,TX,300,150,150
5M0015868,2,1,0.5,2,0.25,7,2,2,1,18,9,2,2,11,4,1,2,TX,50,25,25
5M0015869,1,1,0.5,0,0,7,0,1,1,-7,9,1,1,2,2,0,1,TX,3000,700,750
5M0015874,1,2,0.6667,2,0.3333,7,0,0,1,5,8,2,2,3,3,1,2,TX,7000,2000,5000
5M0015880,2,1,0.3333,0,0,7,6,5,1,-7,6,1,3,0,6,0,2,TX,50,25,25
5M0015884,1,2,2,1,2,7,2,0,1,-7,8,2,4,2,1,2,2,TX,7000,2000,1500
5M0015887,1,2,1,1,1,7,0,2,1,10,8,2,2,10,2,2,2,TX,1500,700,750
5M0015904,1,1,0.6667,1,0.6667,7,0,2,1,8,8,2,2,9,3,2,2,TX,50,25,25
5M0015905,1,1,2,0,0,7,0,0,1,5,8,2,2,2,1,0,2,TX,7000,2000,1500
