1.3125	m	n	m
0.863924051	o	n	m
1.365	m	n	m
1.156779661	y	n	m
1.034090909	y	n	m
1.1375	y	s	m
0.975	o	n	m
1.118852459	m	n	m
0.766853933	y	h	m
1.034090909	y	s	m
0.741847826	m	s	m
0.784482759	m	n	m
1.06640625	m	s	m
0.8125	y	h	m
0.7109375	m	s	m
0.643867925	m	h	m
1.287735849	y	n	m
1.197368421	y	s	m
1.176724138	y	s	m
1.1375	y	s	m
1.3125	y	s	m
1.3125	y	n	m
1.338235294	y	s	m
1.06640625	m	n	m
1.06640625	m	s	m
0.91	m	n	m
1.018656716	y	n	m
0.8125	y	s	m
0.8125	y	s	m
0.8125	y	s	m
0.875	m	s	m
1.018656716	m	n	m
1.156779661	y	s	m
1.3125	y	h	m
0.975	y	s	m
0.91	m	h	m
0.961267606	m	s	m
0.898026316	m	h	m
1.240909091	m	n	m
1.06640625	o	n	m
0.947916667	o	s	m
0.886363636	o	s	m
1.483695652	y	s	m
1.176724138	m	s	m
1.118852459	y	s	m
1.176724138	y	s	m
1.240909091	y	n	m
1.240909091	m	s	m
1.421875	y	n	m
1.1375	m	s	m
0.842592593	m	h	m
1.287735849	y	s	m
1.05	m	s	m
0.898026316	m	h	m
0.793604651	o	s	m
1.240909091	m	n	m
1.176724138	m	n	m
1.118852459	m	s	m
0.784482759	o	n	m
1.516666667	y	n	m
1.483695652	y	s	m
1.176724138	o	n	m
1.06640625	m	n	m
1.06640625	m	s	m
1.1375	y	s	m
1.365	m	n	m
1.338235294	m	n	m
1.664634146	y	n	m
0.947916667	m	n	m
0.886363636	m	n	m
1.287735849	m	s	m
1.197368421	m	s	m
1.287735849	m	n	m
1.083333333	m	h	m
1.083333333	m	n	m
0.989130435	o	n	m
1.1375	m	n	m
1.625	y	h	m
1.70625	y	n	m
1.3125	m	n	m
0.989130435	m	h	m
1.100806452	o	n	m
1.156779661	m	s	m
1.1375	m	s	m
0.91	m	s	m
1.263888889	y	s	m
1.263888889	y	n	m
1.05	m	s	m
0.975	o	n	m
1.034090909	m	s	m
1.287735849	y	n	m
1.263888889	y	n	m
1.05	y	s	m
2.068181818	c	n	m
1.3125	y	s	m
1.1375	m	s	m
0.922297297	o	n	m
0.842592593	o	s	m
1.018656716	m	s	m
0.784482759	m	h	m
1.176724138	m	s	m
1.176724138	m	s	m
1.06640625	m	n	m
1.197368421	y	n	m
0.802941176	m	h	m
1.118852459	y	n	m
1.06640625	m	n	m
1.034090909	y	s	m
1.118852459	y	n	m
1.118852459	y	n	m
1.365	y	n	m
1.365	y	n	m
1.156779661	y	n	m
1.796052632	y	n	m
0.898026316	y	h	m
1.034090909	m	s	m
1.118852459	y	n	m
1.003676471	m	s	m
1.05	m	s	m
1.05	m	n	m
0.863924051	m	n	m
0.875	m	s	f
0.8125	c	n	f
0.578389831	m	n	f
0.55942623	m	n	f
0.662621359	m	n	f
0.842592593	m	n	f
0.934931507	c	n	f
0.822289157	m	s	f
0.696428571	o	s	f
0.989130435	y	s	f
1.034090909	m	s	f
1.338235294	y	s	f
1.3125	y	n	f
1.100806452	m	s	f
0.775568182	o	n	f
1.156779661	y	s	f
0.643867925	m	n	f
0.898026316	m	n	f
1.263888889	y	s	f
0.696428571	o	s	f
0.875	o	n	f
0.934931507	y	s	f
0.961267606	m	s	f
1.083333333	y	s	f
0.886363636	y	h	f
1.003676471	m	s	f
1.176724138	y	s	f
0.989130435	y	n	f
1.240909091	y	n	f
1.05	m	n	f
0.75	m	s	f
1.21875	m	n	f
0.875	o	n	f
1.365	y	n	f
1.21875	y	s	f
1.176724138	m	n	f
1.003676471	o	h	f
0.91	y	s	f
1.263888889	y	n	f
1.06640625	y	n	f
1.100806452	m	s	f
1.06640625	y	n	f
1.156779661	y	n	f
0.8125	m	s	f
0.875	m	s	f
1.003676471	y	n	f
1.06640625	m	s	f
1.516666667	y	n	f
1.083333333	m	n	f
1.1375	m	s	f
0.853125	o	n	f
1.3125	m	n	f
1.45212766	y	n	f
0.863924051	y	s	f
0.863924051	m	n	f
1.1375	y	s	f
0.961267606	y	h	f
1.240909091	y	n	f
1.197368421	m	n	f
1.06640625	m	s	f
0.961267606	m	h	f
1.21875	m	n	f
1.05	m	s	f
1.156779661	m	s	f
1.083333333	m	s	f
1.06640625	o	n	f
1.034090909	y	s	f
0.766853933	o	n	f
0.922297297	y	s	f
0.922297297	m	h	f
0.832317073	o	n	f
1.018656716	m	s	f
1.240909091	y	n	f
1.118852459	m	h	f
1.21875	y	n	f
0.961267606	m	n	f
0.961267606	m	n	f
1.421875	y	n	f
1.083333333	y	s	f
0.922297297	m	n	f
1.156779661	m	n	f
1.176724138	y	s	f
0.898026316	y	h	f
0.91	m	s	f
0.733870968	m	s	f
0.886363636	m	s	f
0.989130435	y	s	f
0.832317073	y	s	f
0.741847826	m	s	f
1.197368421	y	s	f
1.083333333	m	n	f
0.875	o	n	f
0.989130435	m	s	f
1.240909091	y	s	f
1.287735849	m	n	f
1.21875	y	s	f
1.21875	m	s	f
1.100806452	m	s	f
1.21875	y	s	f
1.338235294	y	n	f
0.989130435	m	s	f
1.176724138	m	n	f
0.758333333	o	h	f
1.338235294	y	n	f
1.197368421	y	s	f
1.156779661	m	n	f
1.240909091	y	n	f
1.197368421	y	s	f
1.3125	y	n	f
1.06640625	m	n	f
